,title,date,content
84,Air Liquide: son plus grand contrat d'énergie renouvelable,2022-06-21 09:12:00,"['air', 'liquid', 'a', 'sign', 'vattenfall', 'plus', 'grand', 'contrat', 'renouvel', 'long', 'term', 'ppa', 'mond', 'jour', 'ce', 'contrat', 'port', 'capac', 'éolien', 'offshor', 'cour', 'construct', 'mw', 'la', 'dur', 'contrat', 'an', 'démarrag', 'prévu', 'renouvel', 'fourn', 'vattenfall', 'géner', 'parc', 'éolien', 'offshor', 'hollands', 'kust', 'zuid', 'hkz', 'cet', 'accord', 'permettr', 'air', 'liquid', 'couvr', 'plus', 'consomm', 'actuel', 'group', 'benelux', 'sur', 'dur', 'contrat', 'permettr', 'jusqu', 'million', 'ton', 'compar', 'émiss', 'plus', 'foyer', 'néerland']"
85,Air Liquide: vers une coentreprise avec ADP pour l'hydrogène,2022-06-15 09:23:00,"['air', 'liquid', 'group', 'adp', 'aéroport', 'paris', 'annoncent', 'projet', 'création', 'premi', 'coentrepris', 'spécialis', 'aéroport', 'leur', 'projet', 'leur', 'infrastructur', 'cet', 'annonc', 'prolong', 'protocol', 'sign', 'port', 'étud', 'faisabl', 'accompagn', 'hydrogen', 'elle', 'traduit', 'ambit', 'prépar', 'déploi', 'aviat', 'mondial', 'décarbon', 'la', 'mission', 'coentrepris', 'détenu', 'deux', 'group', 'propos', 'offre', 'servic', 'franc', 'comm', 'accompagn', 'aéroport', 'transit', 'ver', 'air', 'liquid', 'apport', 'expertis', 'allant', 'product', 'électrolys', 'liquéfact', 'stockag', 'jusqu', 'distribu', 'group', 'adp', 'apport', 'expertis', 'ingénier', 'aéroportuair', 'oper', 'aéroportuair']"
86,Air Liquide: des ajustements au sein du Comité Exécutif,2022-06-01 14:54:00,"['air', 'liquid', 'annonc', 'mis', 'plac', 'nouvel', 'gouvern', 'compt', 'juin', 'benoît', 'poti', 'rest', 'président', 'conseil', 'françois', 'jackow', 'devient', 'directeur', 'général', 'group', 'air', 'liquid', 'précis', 'cohérent', 'nouveau', 'plan', 'strateg', 'certain', 'nombr', 'apport', 'composit', 'comit', 'exécut', 'ains', 'compt', 'jour', 'comit', 'exécut', 'constitu', 'comm', 'suit', 'françois', 'abrial', 'senior', 'vic', 'president', 'charg', 'hub', 'asi', 'pacif', 'ron', 'chalmer', 'entrant', 'comit', 'exécut', 'nomm', 'charg', 'hub', 'afriqu', 'inde', 'marcelo', 'fioranel', 'directeur', 'général', 'matthieu', 'giard', 'supervis', 'lign', 'méti', 'industriel', 'marchand', 'hydrogen', 'mik', 'graff', 'execut', 'vic', 'president', 'charg', 'pôl', 'amer', 'supervis', 'lign', 'méti', 'electron', 'a', 'part', 'septembr', 'supervis', 'égal', 'ingénier', 'construct', 'fabien', 'lecorvaisi', 'directric', 'général', 'adjoint', 'charg', 'développ', 'durabl', 'affair', 'publiqu', 'international', 'ains', 'secrétariat', 'général', 'armel', 'levieux', 'charg', 'ressourc', 'humain', 'group', 'emil', 'supervis', 'digital', 'it', 'propriet', 'intellectuel', 'ains', 'direct', 'march', 'global', 'technolog', 'jérôm', 'pelletan', 'directeur', 'financi', 'royer', 'directeur', 'général', 'adjoint', 'charg', 'programm', 'sociétal', 'président', 'fondat', 'air', 'liquid', 'dian', 'schillag', 'charg', 'activ', 'sant', 'europ', 'supervis', 'branch', 'mondial', 'sant', 'elle', 'supervis', 'égal', 'programm', 'niveau', 'group', 'françois', 'venet', 'directeur', 'général', 'adjoint', 'supervis', 'lign', 'méti', 'grand', 'industr', 'fonction', 'strateg', 'group', 'pascal', 'vinet', 'senior', 'vic', 'president', 'charg', 'pôl', 'europ', 'industr', 'supervis', 'pôl', 'afriqu', 'moyen', 'orient', 'inde', 'il', 'égal', 'charg', 'fonction', 'sécur', 'system', 'industriel']"
87,Air Liquide: ouvre un site US de production d'hydrogène,2022-05-24 16:48:00,"['air', 'liquid', 'a', 'officiel', 'ouvert', 'plus', 'grand', 'sit', 'product', 'liquid', 'logist', 'north', 'las', 'veg', 'nevad', 'vis', 'répondr', 'besoin', 'croiss', 'mati', 'mobil', 'hydrogen', 'permettr', 'égal', 'fourn', 'larg', 'éventail', 'logist', 'associ', 'représentent', 'invest', 'million', 'dollar', 'north', 'las', 'veg', 'produir', 'ton', 'liquid', 'jour', 'utilis', 'diver', 'client', 'not', 'ceux', 'march', 'plein', 'croissanc', 'mobil', 'propr', 'côt', 'ouest', 'particuli', 'californ', 'aliment', 'entier', 'renouvel', 'peut', 'fourn', 'suffis', 'renouvel', 'plus', 'véhicul', 'pil', 'combustibl', 'californ']"
88,Air Liquide: objectif de réduction de CO2 validé par SBTi,2022-05-20 09:10:00,"['air', 'liquid', 'affich', 'object', 'réduct', 'émiss', 'scop', 'horizon', 'a', 'valid', 'scienc', 'based', 'target', 'sbti', 'comm', 'conform', 'lign', 'scienc', 'climat', 'le', 'fournisseur', 'franc', 'gaz', 'industriel', 'soulign', 'devient', 'ains', 'premi', 'industr', 'obten', 'cet', 'valid', 'sbti', 'représent', 'étap', 'import', 'air', 'liquid', 'dont', 'neutral', 'carbon', 'horizon', 'air', 'liquid', 'a', 'auss', 'entam', 'revu', 'complet', 'émiss', 'scop', 'en', 'outr', 'part', 'pren', 'projet', 'men', 'sbti', 'aid', 'détermin', 'trajectoir', 'sectoriel', 'décarbon', 'secteur', 'chim']"
89,Air Liquide: contrat d'achat pour de l'énergie solaire en It,2022-05-18 09:16:00,"['air', 'liquid', 'fait', 'part', 'signatur', 'contrat', 'dix', 'an', 'shel', 'energy', 'europ', 'limited', 'seel', 'port', 'renouvel', 'destin', 'aliment', 'product', 'gaz', 'industriel', 'médical', 'part', 'pend', 'dix', 'an', 'achet', 'shel', 'energy', 'europ', 'quantit', 'annuel', 'renouvel', 'géner', 'central', 'solair', 'ital', 'permet', 'ton', 'an', 'le', 'fournisseur', 'franc', 'gaz', 'industriel', 'a', 'déjà', 'sign', 'accord', 'renouvel', 'plusieur', 'pay', 'tel', 'belgiqu', 'conform', 'object', 'développ', 'durabl']"
90,Air Liquide: vers un partenariat pour la mobilité hydrogène,2022-05-17 09:35:00,"['air', 'liquid', 'annonc', 'avoir', 'sign', 'caetanobus', 'toyot', 'motor', 'europ', 'protocol', 'afin', 'propos', 'offre', 'integr', 'mobil', 'hydrogen', 'décarbon', 'transport', 'le', 'fournisseur', 'gaz', 'industriel', 'précis', 'projet', 'comprend', 'développ', 'flott', 'véhicul', 'vis', 'accéler', 'déploi', 'tant', 'véhicul', 'léger', 'lourd', 'premi', 'temp', 'partenariat', 'concentr', 'bus', 'véhicul', 'utilitair', 'léger', 'voitur', 'object', 'favoris', 'dynam', 'développ', 'segment', 'poid', 'lourd']"
91,Air Liquide: projet de décarbonation de la chaux,2022-05-09 09:18:00,"['air', 'liquid', 'a', 'annonc', 'lund', 'allait', 'group', 'industriel', 'belg', 'lhoist', 'vu', 'lanc', 'projet', 'ined', 'décarbon', 'product', 'chaux', 'nord', 'franc', 'le', 'deux', 'partenair', 'indiqu', 'avoir', 'sign', 'protocol', 'but', 'décarbon', 'product', 'chaux', 'lhoist', 'situ', 'réty', 'région', 'aux', 'term', 'sit', 'localis', 'cal', 'recour', 'technolog', 'captag', 'développ', 'air', 'liquid', 'chaux', 'consider', 'comm', 'difficil', 'décarbon', 'mesur', 'où', 'product', 'consist', 'décompos', 'calcair', 'géner', 'intrinsequ', 'le', 'projet', 'vis', 'capt', 'purifi', 'proven', 'product', 'réty', 'devr', 'permettr', 'lhoist', 'réduir', 'émiss', 'plus', 'ton', 'an', 'part', 'émiss', 'annuel', 'ménag', 'franc', 'dan', 'cadr', 'air', 'liquid', 'lhoist', 'soum', 'demand', 'conjoint', 'financ', 'aupres', 'programm', 'européen', 'soutien', 'fond', 'destin', 'projet', 'grand', 'échel']"
92,Air Liquide: co-entreprise dans l'hydrogène en Corée,2022-05-02 09:30:00,"['air', 'liquid', 'a', 'annonc', 'lund', 'signatur', 'allianc', 'strateg', 'lott', 'chemical', 'vu', 'déploi', 'chaîn', 'dédi', 'cor', 'sud', 'le', 'deux', 'partenair', 'prévu', 'cré', 'contrôl', 'hauteur', 'group', 'franc', 'vu', 'deux', 'centr', 'condition', 'grand', 'taill', 'bas', 'daesan', 'ulsa', 'ce', 'position', 'cour', 'bassin', 'industriel', 'pay', 'permettr', 'desserv', 'zon', 'dens', 'peupl', 'métropol', 'séoul', 'provinc', 'gyeongg', 'il', 'aliment', 'auss', 'région', 'métropolitain', 'provinc', 'gyeongsang', 'air', 'liquid', 'kor', 'lott', 'disent', 'anticip', 'synerg', 'contribu', 'économ', 'hydrogen', 'cor', 'où', 'demand', 'hydrogen', 'destin', 'mobil', 'devr', 'atteindr', 'ton', 'jour', 'plus', 'ton', 'jour']"
93,Air Liquide: BofA ajoute le titre à sa liste 'Europe 1',2022-04-28 16:52:00,"['bank', 'of', 'americ', 'a', 'annonc', 'jeud', 'avoir', 'ajout', 'titr', 'air', 'liquid', 'list', 'valeur', 'recommand', 'raison', 'rôl', 'potentiel', 'pourr', 'jou', 'group', 'transit', 'énerget', 'a', 'croir', 'bof', 'cet', 'thémat', 'susceptibl', 'géner', 'accéler', 'plusieur', 'anné', 'croissanc', 'societ', 'scénario', 'jug', 'march', 'estim', 'outr', 'résultat', 'premi', 'trimestr', 'confirm', 'solid', 'maîtris', 'prix', 'pow', 'dont', 'bénéfic', 'spécial', 'gaz', 'industriel', 'vu', 'fair', 'fac', 'ains', 'croissanc', 'rapid', 'domain', 'appliqu', 'électron', 'bof', 'maintient', 'recommand', 'titr', 'assort', 'object', 'cour', 'euros', 'fais', 'apparaitr', 'potentiel', 'proch']"
94,Air Liquide: contrat de long terme avec Ezz Steel en Egypte,2022-04-28 09:42:00,"['air', 'liquid', 'a', 'annonc', 'hi', 'soir', 'avoir', 'conclu', 'contrat', 'long', 'term', 'ezz', 'steel', 'port', 'fournitur', 'gaz', 'industriel', 'nouvel', 'usin', 'situ', 'cair', 'egypt', 'le', 'group', 'franc', 'expliqu', 'prévoit', 'environ', 'million', 'dollar', 'construct', 'unit', 'sépar', 'gaz', 'asu', 'destin', 'répondr', 'besoin', 'auss', 'ceux', 'client', 'présent', 'bassin', 'industriel', 'le', 'projet', 'capac', 'product', 'ton', 'jour', 'doit', 'extens', 'réseau', 'canalis', 'liquid', 'afin', 'reli', 'futur', 'usin', 'quatr', 'unit', 'sépar', 'gaz', 'group', 'exploit', 'déjà', 'région', 'en', 'lign', 'neutral', 'carbon', 'liquid', 'horizon', 'projet', 'doit', 'integr', 'feuill', 'rout', 'prévoi', 'approvision', 'énerg', 'renouvel', 'réduir', 'émiss']"
95,Air Liquide: CA de 6 887 ME au 1er trimestre 2022,2022-04-27 07:47:00,"['le', 'chiffr', 'group', 'atteint', 'million', 'trimestr', 'croissanc', 'don', 'compar', 'publi', 'cet', 'perform', 'environ', 'difficil', 'prix', 'exceptionnel', 'élev', 'fort', 'inflat', 'tension', 'chaîn', 'confl', 'ukrain', 'indiqu', 'group', 'le', 'chiffr', 'gaz', 'servic', 'atteint', 'million', 'hauss', 'don', 'compar', 'le', 'vent', 'publi', 'trimestr', 'croissanc', 'le', 'décis', 'trimestr', 'tres', 'élev', 'million', 'plusieur', 'projet', 'not', 'asi', 'en', 'perturb', 'signif', 'air', 'liquid', 'confi', 'capac', 'augment', 'nouveau', 'marg', 'opérationnel', 'réalis', 'croissanc', 'résultat', 'net', 'récurrent', 'chang', 'const', 'rejout', 'group']"
96,"Air Liquide: dans le vert, un broker relève sa cible",2022-04-26 17:20:00,"['air', 'liquid', 'gagn', 'peu', 'plus', 'paris', 'aid', 'analys', 'cred', 'suiss', 'a', 'rehauss', 'object', 'cour', 'titr', 'euros', 'tout', 'réiter', 'recommand', 'du', 'point', 'vu', 'brok', 'spécial', 'gaz', 'industriel', 'train', 'réuss', 'sais', 'cré', 'transit', 'énerget', 'afin', 'transform', 'croissanc', 'rentabl', 'part', 'march', 'élev', 'hydrogénoduc', 'niveau', 'mondial', 'portefeuill', 'brevet', 'deux', 'trois', 'supérieur', 'confer', 'air', 'liquid', 'avantag', 'segment', 'fort', 'croissanc', 'décarbon', 'élément', 'jugeon', 'not', 'cred', 'suiss', 'publiqu', 'chiffr', 'premi', 'trimestr', 'demain', 'pourr', 'confirm', 'cet', 'dynam', 'favor', 'énerg', 'vert', 'compt', 'tenu', 'récent', 'mis', 'plac', 'bruxel', 'plan', 'destin', 'réduir', 'dépend', 'gaz', 'russ', 'son', 'nouvel', 'object', 'cour', 'fait', 'apparaîtr', 'potentiel', 'haussi']"
97,Air Liquide: Credit Suisse relève son objectif de cours,2022-04-26 11:03:00,"['cred', 'suiss', 'a', 'rehauss', 'mard', 'object', 'cour', 'air', 'liquid', 'port', 'euros', 'tout', 'réiter', 'recommand', 'titr', 'du', 'point', 'vu', 'brok', 'spécial', 'gaz', 'industriel', 'train', 'réuss', 'sais', 'cré', 'transit', 'énerget', 'afin', 'transform', 'croissanc', 'rentabl', 'part', 'march', 'élev', 'hydrogénoduc', 'niveau', 'mondial', 'portefeuill', 'brevet', 'deux', 'trois', 'supérieur', 'confer', 'air', 'liquid', 'avantag', 'segment', 'fort', 'croissanc', 'décarbon', 'élément', 'jugeon', 'not', 'cred', 'suiss', 'publiqu', 'chiffr', 'premi', 'trimestr', 'demain', 'pourr', 'confirm', 'cet', 'dynam', 'favor', 'énerg', 'vert', 'compt', 'tenu', 'récent', 'mis', 'plac', 'bruxel', 'plan', 'destin', 'réduir', 'gaz', 'russ', 'son', 'nouvel', 'object', 'cour', 'fait', 'apparaîtr', 'potentiel', 'haussi']"
98,Air Liquide: Berenberg relève son objectif de cours,2022-04-22 11:16:00,"['berenberg', 'a', 'relev', 'vendred', 'object', 'cour', 'air', 'liquid', 'port', 'euros', 'tout', 'mainten', 'recommand', 'titr', 'dan', 'not', 'diffus', 'matin', 'bureau', 'dit', 'publiqu', 'surpris', 'lor', 'présent', 'chiffr', 'premi', 'trimestr', 'prévu', 'avril', 'expliqu', 'consider', 'façon', 'invest', 'spécial', 'gaz', 'industriel', 'rappel', 'cour', 'action', 'a', 'sign', 'bon', 'début', 'affich', 'gain', 'depuis', 'janvi', 'contr', 'repl', 'sectoriel', 'stoxx', 'europ', 'chemical', 'berenberg', 'ajout', 'per', 'situ', 'autour', 'comm', 'cas', 'titr', 'constitu', 'norm', 'valeur', 'croissanc', 'affich', 'hauss', 'bénéfic', 'action', 'bpa', 'an']"
99,Air Liquide: cession d'activités aux Emirats et au Bahreïn,2022-04-12 18:06:00,"['air', 'liquid', 'annonc', 'vent', 'activ', 'industriel', 'marchand', 'situ', 'emirat', 'arab', 'unis', 'bahreïn', 'group', 'air', 'product', 'cet', 'transact', 'comprend', 'cession', 'air', 'liquid', 'emirat', 'for', 'industrial', 'gas', 'part', 'liquid', 'mecd', 'middl', 'east', 'carbon', 'dioxid', 'cet', 'cession', 'non', 'signif', 'périmetr', 'liquid', 'zon', 'afriqu', 'moyen', 'orient', 'inde', 'indiqu', 'group']"
100,Air Liquide: premier bilan de son action écologique,2022-04-07 17:14:00,"['air', 'liquid', 'publ', 'premi', 'rapport', 'développ', 'durabl', 'présent', 'réalis', 'group', 'contribu', 'societ', 'bas', 'carbon', 'environ', 'sûr', 'inclus', 'collabor', 'détaill', 'mesur', 'pris', 'avoir', 'impact', 'posit', 'durabl', 'climat', 'sant', 'depuis', 'group', 'a', 'réduit', 'intens', 'carbon', 'bon', 'voi', 'atteindr', 'object', 'baiss', 'grâc', 'nombreux', 'initi', 'décarbon', 'malgr', 'fort', 'hauss', 'activ', 'émiss', 'augment', 'moin', 'commenc', 'réduir', 'émiss', 'valeur', 'absolu', 'autour', 'atteindr', 'neutral', 'carbon']"
101,Air Liquide: coentreprise pour le transport de CO2,2022-04-05 12:00:00,"['air', 'liquid', 'sogestran', 'annoncent', 'accord', 'cré', 'coentrepris', 'solut', 'transport', 'bateau', 'barg', 'liquid', 'grand', 'volum', 'adapt', 'besoin', 'futur', 'projet', 'captag', 'séquestr', 'carbon', 'cc', 'europ', 'coentrepris', 'renforc', 'posit', 'liquid', 'chaîn', 'valeur', 'gestion', 'carbon', 'comprend', 'captag', 'centralis', 'trait', 'transport', 'ver', 'sit', 'séquestr', 'définit', 'expliqu', 'fournisseur', 'gaz', 'industriel', 'la', 'création', 'coentrepris', 'combin', 'liquid', 'mati', 'cel', 'sogestran', 'transport', 'marchandis', 'haut', 'valeur', 'ajout', 'soumis', 'autor', 'compétent', 'devr', 'être', 'achev']"
102,Air Liquide: financement de Bruxelles pour le projet K6,2022-04-01 15:27:00,"['air', 'liquid', 'eqiom', 'annoncent', 'cadr', 'projet', 'baptis', 'dont', 'transform', 'eqiom', 'lumbr', 'premi', 'cimenter', 'neutr', 'carbon', 'le', 'fournisseur', 'franc', 'gaz', 'industriel', 'expliqu', 'projet', 'vis', 'capt', 'pres', 'huit', 'million', 'ton', 'dix', 'premi', 'anné', 'grâc', 'mis', 'oeuvr', 'technolog', 'innov', 'le', 'projet', 'sept', 'projet', 'dimens', 'industriel', 'avoir', 'sélection', 'financ', 'commiss', 'européen', 'cadr', 'fond', 'consacr', 'parm', 'plus', 'candidatur', 'subvent']"
103,Air Liquide : record absolu des 160E en vue ?,2022-03-24 18:10:00,"['air', 'liquid', 'bond', 'ver', 'titr', 'effac', 'derni', 'résist', 'situ', 'ver', 'devr', 'retrac', 'zénith', 'annuel', 'janvi', 'cour', 'prochain', 'heur', 'cotat', 'le', 'risqu', 'format', 'baissi', 'sous', 'peut', 'être', 'beaucoup', 'voient', 'bel', 'aven', 'parient', 'object', 'cour', 'prochain', 'mois']"
105,Air Liquide: convention d'achat d'actions avec un PSI,2022-03-23 09:05:00,"['air', 'liquid', 'annonc', 'avoir', 'sign', 'prestatair', 'servic', 'psi', 'convent', 'cadr', 'programm', 'rachat', 'port', 'volum', 'million', 'représent', 'capital', 'le', 'cour', 'initial', 'rachat', 'euros', 'action', 'correspond', 'cour', 'clôtur', 'bours', 'jour', 'préced', 'conclus', 'contrat', 'don', 'lieu', 'prix', 'initial', 'total', 'pres', 'million', 'le', 'action', 'rachet', 'cadr', 'dud', 'contrat', 'part', 'annul', 'part', 'affect', 'mis', 'oeuvr', 'plan', 'perform', 'salari', 'group', 'gaz', 'industriel']"
106,Air Liquide: objectifs pour 2025 dans le plan stratégique,2022-03-22 09:03:00,"['lor', 'présent', 'nouveau', 'plan', 'strateg', 'horizon', 'air', 'liquid', 'affich', 'object', 'croissanc', 'vent', 'accéler', 'rythm', 'moyen', 'an', 'rentabl', 'capital', 'emploi', 'roc', 'plus', 'compt', 'pour', 'parven', 'group', 'gaz', 'industriel', 'amélior', 'marg', 'opérationnel', 'plus', 'point', 'bas', 'décis', 'port', 'niveau', 'record', 'atteindr', 'environ', 'milliard', 'cet', 'périod', 'engag', 'atteindr', 'neutral', 'carbon', 'air', 'liquid', 'prévoit', 'début', 'réduct', 'émiss', 'valeur', 'absolu', 'autour', 'baiss', 'émiss', 'scop', 'rapport']"
107,Air Liquide: coopération avec Eni contre le CO2,2022-03-21 09:38:00,"['air', 'liquid', 'eni', 'annoncent', 'signatur', 'protocol', 'object', 'solut', 'permet', 'réduir', 'priorit', 'émiss', 'industr', 'plus', 'difficil', 'décarbon', 'bassin', 'méditerranéen', 'le', 'deux', 'entrepris', 'combin', 'expertis', 'reconnus', 'captag', 'stockag', 'transport', 'séquestr', 'définit', 'cc', 'elle', 'défin', 'solut', 'plus', 'adapt', 'déploi', 'programm', 'cc', 'grand', 'échel', 'air', 'liquid', 'développ', 'solut', 'réduct', 'émiss', 'not', 'technolog', 'propriétair', 'comm', 'cryocap', 'tand', 'identifi', 'sit', 'séquestr', 'plus', 'appropri', 'mer', 'méditerran']"
108,Air Liquide: investissement dans quatre unités au Japon,2022-03-18 09:20:00,"['air', 'liquid', 'annonc', 'avoir', 'lanc', 'invest', 'échelon', 'plus', 'million', 'quatr', 'unit', 'product', 'point', 'japon', 'produir', 'plus', 'million', 'an', 'gaz', 'tres', 'haut', 'puret', 'en', 'comparaison', 'product', 'précédent', 'géner', 'quatr', 'unit', 'efficient', 'plan', 'énerget', 'permettront', 'group', 'ton', 'an', 'la', 'premi', 'unit', 'devr', 'être', 'opérationnel', 'fin', 'situ', 'bassin', 'industriel', 'clé', 'nouveau', 'équip', 'permettront', 'air', 'liquid', 'contrat', 'long', 'term', 'octroi', 'deux', 'import', 'leader', 'mondial', 'fournitur', 'gaz', 'industriel', 'tres', 'haut', 'puret']"
109,Air Liquide: soutien de l'Etat au projet Normand'Hy,2022-03-08 13:08:00,"['air', 'liquid', 'annonc', 'avoir', 'reçu', 'soutien', 'franc', 'sous', 'couvert', 'valid', 'final', 'commiss', 'européen', 'lanc', 'projet', 'air', 'liquid', 'product', 'renouvel', 'grand', 'échel', 'cet', 'électrolyseur', 'capac', 'initial', 'mw', 'devr', 'aliment', 'hydrogen', 'renouvel', 'not', 'raffiner', 'normand', 'totalenerg', 'il', 'contribu', 'création', 'fili', 'français', 'européen', 'bas', 'carbon', 'le', 'projet', 'product', 'renouvel', 'grand', 'échel', 'électrolys', 'normand', 'cadr', 'piiec', 'hydrogen', 'projet', 'import', 'européen', 'commun', 'hydrogen', 'mont', 'soutien', 'financi', 'demand', 'million']"
110,Air Liquide: co-entreprise dans l'hydrogène en Corée,2022-05-02 09:30:00,"['air', 'liquid', 'a', 'annonc', 'lund', 'signatur', 'allianc', 'strateg', 'lott', 'chemical', 'vu', 'déploi', 'chaîn', 'dédi', 'cor', 'sud', 'le', 'deux', 'partenair', 'prévu', 'cré', 'contrôl', 'hauteur', 'group', 'franc', 'vu', 'deux', 'centr', 'condition', 'grand', 'taill', 'bas', 'daesan', 'ulsa', 'ce', 'position', 'cour', 'bassin', 'industriel', 'pay', 'permettr', 'desserv', 'zon', 'dens', 'peupl', 'métropol', 'séoul', 'provinc', 'gyeongg', 'il', 'aliment', 'auss', 'région', 'métropolitain', 'provinc', 'gyeongsang', 'air', 'liquid', 'kor', 'lott', 'disent', 'anticip', 'synerg', 'contribu', 'économ', 'hydrogen', 'cor', 'où', 'demand', 'hydrogen', 'destin', 'mobil', 'devr', 'atteindr', 'ton', 'jour', 'plus', 'ton', 'jour']"
111,Air Liquide: BofA ajoute le titre à sa liste 'Europe 1',2022-04-28 16:52:00,"['bank', 'of', 'americ', 'a', 'annonc', 'jeud', 'avoir', 'ajout', 'titr', 'air', 'liquid', 'list', 'valeur', 'recommand', 'raison', 'rôl', 'potentiel', 'pourr', 'jou', 'group', 'transit', 'énerget', 'a', 'croir', 'bof', 'cet', 'thémat', 'susceptibl', 'géner', 'accéler', 'plusieur', 'anné', 'croissanc', 'societ', 'scénario', 'jug', 'march', 'estim', 'outr', 'résultat', 'premi', 'trimestr', 'confirm', 'solid', 'maîtris', 'prix', 'pow', 'dont', 'bénéfic', 'spécial', 'gaz', 'industriel', 'vu', 'fair', 'fac', 'ains', 'croissanc', 'rapid', 'domain', 'appliqu', 'électron', 'bof', 'maintient', 'recommand', 'titr', 'assort', 'object', 'cour', 'euros', 'fais', 'apparaitr', 'potentiel', 'proch']"
112,Air Liquide: contrat de long terme avec Ezz Steel en Egypte,2022-04-28 09:42:00,"['air', 'liquid', 'a', 'annonc', 'hi', 'soir', 'avoir', 'conclu', 'contrat', 'long', 'term', 'ezz', 'steel', 'port', 'fournitur', 'gaz', 'industriel', 'nouvel', 'usin', 'situ', 'cair', 'egypt', 'le', 'group', 'franc', 'expliqu', 'prévoit', 'environ', 'million', 'dollar', 'construct', 'unit', 'sépar', 'gaz', 'asu', 'destin', 'répondr', 'besoin', 'auss', 'ceux', 'client', 'présent', 'bassin', 'industriel', 'le', 'projet', 'capac', 'product', 'ton', 'jour', 'doit', 'extens', 'réseau', 'canalis', 'liquid', 'afin', 'reli', 'futur', 'usin', 'quatr', 'unit', 'sépar', 'gaz', 'group', 'exploit', 'déjà', 'région', 'en', 'lign', 'neutral', 'carbon', 'liquid', 'horizon', 'projet', 'doit', 'integr', 'feuill', 'rout', 'prévoi', 'approvision', 'énerg', 'renouvel', 'réduir', 'émiss']"
113,Air Liquide: CA de 6 887 ME au 1er trimestre 2022,2022-04-27 07:47:00,"['le', 'chiffr', 'group', 'atteint', 'million', 'trimestr', 'croissanc', 'don', 'compar', 'publi', 'cet', 'perform', 'environ', 'difficil', 'prix', 'exceptionnel', 'élev', 'fort', 'inflat', 'tension', 'chaîn', 'confl', 'ukrain', 'indiqu', 'group', 'le', 'chiffr', 'gaz', 'servic', 'atteint', 'million', 'hauss', 'don', 'compar', 'le', 'vent', 'publi', 'trimestr', 'croissanc', 'le', 'décis', 'trimestr', 'tres', 'élev', 'million', 'plusieur', 'projet', 'not', 'asi', 'en', 'perturb', 'signif', 'air', 'liquid', 'confi', 'capac', 'augment', 'nouveau', 'marg', 'opérationnel', 'réalis', 'croissanc', 'résultat', 'net', 'récurrent', 'chang', 'const', 'rejout', 'group']"
114,"Air Liquide: dans le vert, un broker relève sa cible",2022-04-26 17:20:00,"['air', 'liquid', 'gagn', 'peu', 'plus', 'paris', 'aid', 'analys', 'cred', 'suiss', 'a', 'rehauss', 'object', 'cour', 'titr', 'euros', 'tout', 'réiter', 'recommand', 'du', 'point', 'vu', 'brok', 'spécial', 'gaz', 'industriel', 'train', 'réuss', 'sais', 'cré', 'transit', 'énerget', 'afin', 'transform', 'croissanc', 'rentabl', 'part', 'march', 'élev', 'hydrogénoduc', 'niveau', 'mondial', 'portefeuill', 'brevet', 'deux', 'trois', 'supérieur', 'confer', 'air', 'liquid', 'avantag', 'segment', 'fort', 'croissanc', 'décarbon', 'élément', 'jugeon', 'not', 'cred', 'suiss', 'publiqu', 'chiffr', 'premi', 'trimestr', 'demain', 'pourr', 'confirm', 'cet', 'dynam', 'favor', 'énerg', 'vert', 'compt', 'tenu', 'récent', 'mis', 'plac', 'bruxel', 'plan', 'destin', 'réduir', 'dépend', 'gaz', 'russ', 'son', 'nouvel', 'object', 'cour', 'fait', 'apparaîtr', 'potentiel', 'haussi']"
115,Air Liquide: Credit Suisse relève son objectif de cours,2022-04-26 11:03:00,"['cred', 'suiss', 'a', 'rehauss', 'mard', 'object', 'cour', 'air', 'liquid', 'port', 'euros', 'tout', 'réiter', 'recommand', 'titr', 'du', 'point', 'vu', 'brok', 'spécial', 'gaz', 'industriel', 'train', 'réuss', 'sais', 'cré', 'transit', 'énerget', 'afin', 'transform', 'croissanc', 'rentabl', 'part', 'march', 'élev', 'hydrogénoduc', 'niveau', 'mondial', 'portefeuill', 'brevet', 'deux', 'trois', 'supérieur', 'confer', 'air', 'liquid', 'avantag', 'segment', 'fort', 'croissanc', 'décarbon', 'élément', 'jugeon', 'not', 'cred', 'suiss', 'publiqu', 'chiffr', 'premi', 'trimestr', 'demain', 'pourr', 'confirm', 'cet', 'dynam', 'favor', 'énerg', 'vert', 'compt', 'tenu', 'récent', 'mis', 'plac', 'bruxel', 'plan', 'destin', 'réduir', 'gaz', 'russ', 'son', 'nouvel', 'object', 'cour', 'fait', 'apparaîtr', 'potentiel', 'haussi']"
