,title,date,content
249,Air Liquide: investissement majeur à Taiwan,2020-04-21 09:02:00,"['dan', 'cadr', 'accord', 'lead', 'march', 'air', 'liquid', 'annonc', 'va', 'invest', 'pres', 'million', 'construct', 'capac', 'product', 'parc', 'scientif', 'tainan', 'hsinchu', 'taiwan', 'cet', 'invest', 'permettr', 'group', 'franc', 'gaz', 'industriel', 'fourn', 'trois', 'grand', 'usin', 'product', 'cour', 'construct', 'ains', 'futur', 'centr', 'r', 'd', 'circuit', 'integr', 'logiqu', 'parm', 'plus', 'avanc', 'mond', 'le', 'premi', 'unit', 'devr', 'démarr', 'cour', 'deuxiem', 'trimestr', 'afin', 'souten', 'développ', 'nouvel', 'usin', 'product', 'puc', 'client', 'valeur', 'plusieur', 'milliard', 'dollar']"
250,"Air Liquide: vers le comblement du 'gap' des 122,65E du 6/3",2020-04-07 10:36:00,"['air', 'liquid', 'tutoi', 'désorm', 'ver', 'combl', 'titr', 'devr', 'rencontr', 'avant', 'janvi', 'puis', 'févri', 'pourr', 'hiss', 'jusqu', 'ver', 'fin', 'novembr']"
251,Air Liquide: en négociations pour céder Schülke & Mayr,2020-04-07 09:08:00,"['air', 'liquid', 'a', 'annonc', 'être', 'entré', 'négoci', 'exclus', 'societ', 'eqt', 'vu', 'cession', 'éventuel', 'filial', 'schülke', 'mayr', 'gmbh', 'spécialis', 'prévent', 'infect', 'ce', 'projet', 'cession', 'annonc', 'novembr', 'correspond', 'strateg', 'liquid', 'révis', 'réguli', 'portefeuill', 'afin', 'concentr', 'activ', 'principal', 'domain', 'gaz', 'sant', 'ains', 'maximis', 'perform', 'cet', 'transact', 'soumis', 'final', 'définit', 'part', 'réalis', 'cadr', 'processus', 'social', 'vigueur', 'elle', 'devr', 'égal', 'être', 'valid', 'autor', 'charg', 'concurrent', 'invest', 'étranger']"
252,Air Liquide: Assemblée Générale à huis clos,2020-04-02 18:56:00,"['air', 'liquid', 'a', 'souhait', 'privilégi', 'cet', 'anné', 'convoc', 'assembl', 'général', 'huis', 'clos', 'proteg', 'sant', 'sécur', 'collabor', 'actionnair', 'le', 'actionnair', 'invit', 'suivr', 'direct', 'distanc', 'le', 'actionnair', 'possibil', 'pos', 'question', 'vi', 'plateform', 'dédi', 'le', 'président', 'répondr', 'direct', 'jour', 'question', 'suscit', 'plus', 'précis', 'group', 'le', 'vot', 'résolu', 'pouvoir', 'président', 'trait', 'comm']"
253,Air Liquide: groupe de travail avec d'autres industriels,2020-03-31 13:33:00,"['air', 'liquid', 'group', 'psa', 'schneid', 'electric', 'valeo', 'indiquent', 'avoir', 'mis', 'plac', 'group', 'trentain', 'défin', 'plan', 'augment', 'product', 'respir', 'air', 'liquid', 'medical', 'system', 'déjà', 'référenc', 'nombreux', 'hôpital', 'cet', 'initi', 'répond', 'sollicit', 'gouvern', 'a', 'demand', 'group', 'franc', 'pilot', 'air', 'liquid', 'possibil', 'product', 'respir', 'fourn', 'jour', 'début', 'avril', 'def', 'industriel', 'fer', 'égal', 'appel', 'contribu', 'exceptionnel', 'entrepris', 'partenair', 'assur', 'fournitur', 'compos', 'essentiel', 'fabriqu', 'équip', 'médical', 'ajout', 'spécial', 'gaz', 'sant']"
254,Air Liquide: émission obligataire d'un milliard d'euros,2020-03-27 07:30:00,"['air', 'liquid', 'indiqu', 'avoir', 'lanc', 'succes', 'émiss', 'obligatair', 'long', 'term', 'milliard', 'dont', 'million', 'dur', 'cinq', 'an', 'rend', 'actuariel', 'million', 'dur', 'an', 'rend', 'actuariel', 'cet', 'oper', 'signific', 'sursouscrit', 'investisseur', 'a', 'réalis', 'cadr', 'programm', 'euro', 'medium', 'term', 'not', 'emtn', 'cet', 'émiss', 'bénéfici', 'notat', 's', 'p', 'moody', 'le', 'fond', 'lev', 'permettront', 'group', 'gaz', 'industriel', 'anticip', 'échéanc', 'obligatair', 'juin', 'continu', 'financ', 'mani', 'durabl', 'croissanc', 'long', 'term', 'condit', 'tres', 'compétit']"
255,Air Liquide: pourrait relever le prix de vente de Schülke,2020-03-16 10:55:00,"['le', 'group', 'voudr', 'fair', 'relev', 'prix', 'vent', 'filial', 'schülke', 'indiqu', 'matin', 'ft', 'la', 'societ', 'schülke', 'dont', 'sieg', 'social', 'situ', 'allemagn', 'lead', 'domain', 'prévent', 'avec', 'an', 'compt', 'plus', 'collabor', 'pay', 'air', 'liquid', 'esper', 'retir', 'mde', 'environ', 'cet', 'cession', 'apres', 'tel', 'cris', 'par', 'raison', 'demand', 'long', 'term', 'produit', 'devr', 'être', 'révis', 'hauss', 'indiqu', 'matin', 'aurel', 'bgc', 'la', 'cession', 'filial', 'schülke', 'permettr', 'group', 'développ', 'activ', 'sant', 'tout', 'permet', 'schülke', 'bénéfici', 'meilleur', 'opportun', 'développ', 'long', 'term', 'rien', 'garant', 'certitud', 'résult', 'désinvest', 'effect', 'a', 'précis', 'toutefois', 'fournisseur', 'gaz', 'industriel']"
256,Air Liquide: voudrait relever le prix de vente de Schülke,2020-03-16 10:03:00,"['le', 'group', 'voudr', 'fair', 'relev', 'prix', 'vent', 'filial', 'schülke', 'indiqu', 'matin', 'ft', 'la', 'societ', 'schülke', 'dont', 'sieg', 'social', 'situ', 'allemagn', 'lead', 'domain', 'prévent', 'avec', 'an', 'compt', 'plus', 'collabor', 'pay', 'air', 'liquid', 'esper', 'retir', 'mde', 'environ', 'cet', 'cession', 'apres', 'tel', 'cris', 'par', 'raison', 'demand', 'long', 'term', 'produit', 'devr', 'être', 'révis', 'hauss', 'indiqu', 'matin', 'aurel', 'bgc', 'la', 'cession', 'filial', 'schülke', 'permettr', 'group', 'développ', 'activ', 'sant', 'tout', 'permet', 'schülke', 'bénéfici', 'meilleur', 'opportun', 'développ', 'long', 'term', 'rien', 'garant', 'certitud', 'résult', 'désinvest', 'effect', 'a', 'précis', 'toutefois', 'fournisseur', 'gaz', 'industriel']"
257,Air Liquide: négocie la cession de CRYOPDP,2020-03-02 17:51:00,"['le', 'group', 'air', 'liquid', 'annonc', 'soir', 'être', 'entré', 'négoci', 'exclus', 'societ', 'français', 'hivest', 'capital', 'partner', 'vu', 'cession', 'filial', 'cryopdp', 'décis', 'correspond', 'strateg', 'liquid', 'révis', 'réguli', 'portefeuill', 'afin', 'concentr', 'activ', 'territoir', 'clef', 'group', 'ains', 'maximis', 'perform', 'indiqu', 'group', 'cet', 'oper', 'rest', 'final', 'définit', 'entre', 'part']"
258,Air Liquide: BlackRock abaisse sa participation,2020-03-02 12:26:00,"['la', 'societ', 'blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'baiss', 'févri', 'seuil', 'capital', 'droit', 'vot', 'societ', 'air', 'liquid', 'déten', 'compt', 'desdit', 'client', 'fond', 'action', 'air', 'liquid', 'représent', 'aut', 'droit', 'vot', 'capital', 'droit', 'vot', 'cet', 'societ', 'ce', 'franch', 'seuil', 'résult', 'diminu', 'nombr', 'air', 'liquid', 'détenu', 'titr', 'collatéral']"
259,Air Liquide: BlackRock dépasse les 5% -Air Liquide,2020-02-25 10:17:00,"['blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'hauss', 'févri', 'seuil', 'capital', 'droit', 'vot', 'liquid', 'déten', 'capital', 'droit', 'vot', 'le', 'gestionnair', 'américain', 'précis', 'franch', 'seuil', 'résult', 'acquisit', 'hor', 'march', 'augment', 'nombr', 'détenu', 'titr', 'collatéral']"
260,Air Liquide: succès commercial de Turbo-Brayton,2020-02-19 09:08:00,"['air', 'liquid', 'revend', 'cinquantain', 'cryogen', 'vendus', 'deux', 'derni', 'anné', 'valeur', 'total', 'pres', 'million', 'permet', 'plus', 'ton', 'an', 'le', 'fournisseur', 'franc', 'gaz', 'sant', 'précis', 'équip', 'destin', 'être', 'install', 'méthani', 'bât', 'neuf', 'modernis', 'navir', 'exist', 'cet', 'technolog', 'liquid', 'a', 'utilis', 'domain', 'spatial', 'conserv', 'froid', 'échantillon', 'biolog', 'station', 'spatial', 'international', 'puis', 'adapt', 'march', 'maritim']"
261,Air Liquide: BlackRock a baissé sa participation,2020-02-17 12:29:00,"['la', 'societ', 'blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'baiss', 'févri', 'seuil', 'capital', 'droit', 'vot', 'societ', 'air', 'liquid', 'déten', 'compt', 'desdit', 'client', 'fond', 'action', 'air', 'liquid', 'représent', 'aut', 'droit', 'vot', 'capital', 'droit', 'vot', 'cet', 'societ', 'ce', 'franch', 'seuil', 'résult', 'diminu', 'nombr', 'air', 'liquid', 'détenu', 'titr', 'collatéral']"
262,"Air Liquide: en hausse de 6,1% du résultat net annuel",2020-02-11 07:39:00,"['air', 'liquid', 'publ', 'résultat', 'net', 'part', 'group', 'million', 'hauss', 'hor', 'appliqu', 'norm', 'marg', 'opérationnel', 'représent', 'amélior', 'point', 'bas', 'le', 'chiffr', 'fournisseur', 'gaz', 'sant', 'million', 'croissanc', 'publi', 'hauss', 'compar', 'dont', 'vent', 'gaz', 'servic', 'croissanc', 'compar', 'le', 'conseil', 'propos', 'dividend', 'euros', 'action', 'a', 'suit', 'gratuit', 'réalis', 'octobr', 'derni', 'dividend', 'propos', 'représent', 'fort', 'croissanc', 'en', 'chang', 'majeur', 'context', 'maîtris', 'situat', 'sanitair', 'international', 'air', 'liquid', 'dit', 'confi', 'capac', 'augment', 'marg', 'opérationnel', 'réalis', 'croissanc', 'résultat', 'net', 'chang', 'const']"
263,Air Liquide: nouveaux contrats avec BASF en Belgique,2020-02-10 09:08:00,"['air', 'liquid', 'basf', 'annoncent', 'avoir', 'sign', 'trois', 'nouveau', 'contrat', 'long', 'term', 'bassin', 'belgiqu', 'bassin', 'industriel', 'où', 'group', 'franc', 'gaz', 'industriel', 'exploit', 'actuel', 'cinq', 'usin', 'product', 'sit', 'un', 'nouvel', 'accord', 'an', 'correspond', 'part', 'renouvel', 'contrat', 'fournitur', 'gaz', 'unit', 'exist', 'part', 'fournitur', 'supplémentair', 'nouvel', 'usin', 'basf', 'va', 'construir', 'air', 'liquid', 'construir', 'exploit', 'auss', 'unit', 'déazot', 'fourn', 'basf', 'gaz', 'grand', 'puret', 'product', 'plus', 'efficac', 'mdi', 'enfin', 'achet', 'part', 'méthan', 'issu', 'processus', 'product', 'basf', 'valoris', 'comm', 'mati', 'premi']"
264,Air Liquide: nouvelle note 'A' de la part du CDP,2020-02-07 13:25:00,"['air', 'liquid', 'annonc', 'vu', 'attribu', 'second', 'fois', 'cet', 'anné', 'not', 'a', 'class', 'cdp', 'organis', 'but', 'non', 'lucrat', 'cet', 'reporting', 'action', 'mati', 'gestion', 'durabl', 'scor', 'complet', 'celui', 'reçu', 'climat', 'air', 'liquid', 'rentr', 'ains', 'cercl', 'tres', 'ferm', 'societ', 'obtenu', 'doubl', 'a', 'cdp', 'soulign', 'fournisseur', 'franc', 'gaz', 'sant', 'en', 'plus', 'societ', 'mis', 'disposit', 'cdp', 'don', 'relat', 'leur', 'impact', 'environnemental', 'évalu', 'indépend', 'parm', 'elle', 'obtenu', 'tripl', 'doubl', 'a', 'dont', 'trois', 'français', 'parm', 'lesquel', 'air', 'liquid']"
265,Air Liquide: négocie la cession de deux entités en Europe,2020-01-28 17:59:00,"['air', 'liquid', 'annonc', 'soir', 'être', 'entré', 'négoci', 'exclus', 'mess', 'vu', 'cession', 'entit', 'républ', 'tchequ', 'slovaqu', 'air', 'liquid', 'présent', 'slovaqu', 'depuis', 'républ', 'tchequ', 'depuis', 'le', 'deux', 'entit', 'comprennent', 'total', 'collabor', 'bureau', 'situ', 'pragu', 'trnav', 'décis', 'reflet', 'strateg', 'liquid', 'revu', 'réguli', 'portefeuill', 'afin', 'présenc', 'région', 'clé', 'renforc', 'densit', 'géograph', 'des', 'lor', 'perform', 'expliqu', 'group']"
266,Air Liquide: a renouvelé son partenariat avec Solidia,2020-01-27 18:04:00,"['air', 'liquid', 'annonc', 'avoir', 'renouvel', 'partenariat', 'solidi', 'technolog', 'cet', 'societ', 'développ', 'solut', 'permettent', 'réduir', 'environnemental', 'béton', 'préfabriqu', 'air', 'liquid', 'fournisseur', 'privilégi', 'solidi', 'matériel', 'utilis', 'inject', 'airg', 'filial', 'liquid', 'fourn', 'dioxyd', 'carbon', 'récuper', 'purifi', 'émis', 'industr', 'le', 'béton', 'solidi', 'déjà', 'phas', 'développ', 'commercial', 'matthieu', 'giard', 'membr', 'comit', 'exécut', 'group', 'air', 'liquid', 'directeur', 'branch', 'industriel', 'marchand', 'a', 'déclar', 'utilis', 'innov', 'cet', 'technolog', 'constitu', 'solut', 'particuli', 'intéress', 'réduir', 'carbon', 'béton', 'préfabriqu']"
267,Air Liquide: intégré à la liste A du CDP -Air Liquide,2020-01-24 08:09:00,"['air', 'liquid', 'indiqu', 'vient', 'rejoindr', 'a', 'cdp', 'ancien', 'disclosur', 'project', 'organis', 'but', 'non', 'lucrat', 'évalu', 'entrepris', 'leur', 'action', 'faveur', 'climat', 'la', 'not', 'a', 'plus', 'haut', 'not', 'délivr', 'cdp', 'distingu', 'group', 'franc', 'gaz', 'industriel', 'comm', 'entrepris', 'plus', 'engag', 'mati', 'lutt', 'contr', 'chang', 'climat', 'il', 'engag', 'réduir', 'intens', 'carbon', 'chaqu', 'anné', 'air', 'liquid', 'consacr', 'environ', 'million', 'dépens', 'réduir', 'empreint', 'carbon', 'cel', 'client', 'pres', 'décis', 'group', 'répondent', 'enjeux', 'environnemental', 'climat']"
268,Air Liquide: offre aux diabétiques étendue en Europe,2020-01-16 09:08:00,"['air', 'liquid', 'indiqu', 'élarg', 'offre', 'servic', 'sant', 'domicil', 'patient', 'diabet', 'belgiqu', 'luxembourg', 'accompagn', 'ains', 'désorm', 'patient', 'diabet', 'pay', 'europ', 'le', 'group', 'a', 'chois', 'allemagn', 'benelux', 'technolog', 'tandem', 'diabet', 'car', 'fabric', 'médical', 'destin', 'patient', 'diabet', 'afin', 'propos', 'pomp', 'insulin', 'derni', 'géner', 'cadr', 'offre', 'servic', 'cet', 'pomp', 'insulin', 'associ', 'system', 'mesur', 'glucos', 'continu', 'permet', 'risqu', 'suspendr', 'automat', 'délivr', 'air', 'liquid', 'déjà', 'partenair', 'tandem', 'diabet', 'car', 'pay', 'européen']"
269,Air Liquide: BlackRock passe sous les 5% -Air Liquide,2020-01-08 12:52:00,"['blackrock', 'agiss', 'compt', 'client', 'fond', 'a', 'déclar', 'avoir', 'franch', 'baiss', 'janvi', 'seuil', 'capital', 'droit', 'vot', 'liquid', 'déten', 'capital', 'droit', 'vot', 'fournisseur', 'gaz', 'industriel', 'le', 'gestionnair', 'américain', 'précis', 'franch', 'seuil', 'résult', 'diminu', 'nombr', 'détenu', 'titr', 'collatéral']"
270,Air Liquide: BlackRock est monté dans le capital,2020-01-06 17:19:00,"['la', 'societ', 'blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'hauss', 'janvi', 'seuil', 'capital', 'droit', 'vot', 'societ', 'air', 'liquid', 'déten', 'compt', 'desdit', 'client', 'fond', 'action', 'air', 'liquid', 'représent', 'aut', 'droit', 'vot', 'capital', 'droit', 'vot', 'cet', 'societ', 'ce', 'franch', 'seuil', 'résult', 'acquisit', 'air', 'liquid', 'hor', 'march', 'augment', 'nombr', 'air', 'liquid', 'détenu', 'titr', 'collatéral']"
272,Air Liquide: nouveau record absolu pour couronner 2019,2019-12-20 10:25:00,"['air', 'liquid', 'établ', 'nouveau', 'record', 'absolu', 'couron', 'scor', 'depuis', 'janvi', 'tout', 'pet', 'peu', 'mieux', 'peu', 'moin', 'bien', 'part', 'planch', 'titr', 'pouv', 'vis', 'object', 'vi', 'dériv', 'pratiqu', 'atteint']"
273,Air Liquide: BlackRock repasse sous le seuil des 5%,2019-12-06 15:31:00,"['la', 'societ', 'blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'baiss', 'décembr', 'seuil', 'capital', 'droit', 'vot', 'societ', 'air', 'liquid', 'déten', 'compt', 'desdit', 'client', 'fond', 'action', 'air', 'liquid', 'représent', 'aut', 'droit', 'vot', 'capital', 'droit', 'vot', 'cet', 'societ', 'ce', 'franch', 'seuil', 'résult', 'cession', 'air', 'liquid', 'hor', 'march', 'diminu', 'nombr', 'air', 'liquid', 'étenu', 'titr', 'collatéral']"
274,Air Liquide: BlackRock a allégé sa participation,2019-12-06 12:13:00,"['un', 'avis', 'publi', 'matin', 'march', 'financi', 'relai', 'déclar', 'selon', 'laquel', 'décembr', 'américain', 'blackrock', 'a', 'franch', 'baiss', 'seuil', 'capital', 'droit', 'vot', 'liquid', 'a', 'cet', 'dat', 'compt', 'fond', 'client', 'apres', 'cession', 'titr', 'hor', 'march', 'restitu', 'détenu', 'titr', 'collatéral', 'blackrock', 'point', 'part', 'voix', 'gé', 'franc', 'gaz', 'industriel', 'médical']"
275,Air Liquide: avenant à sa ligne de crédit syndiquée,2019-12-03 08:55:00,"['air', 'liquid', 'annonc', 'avoir', 'conclu', 'aven', 'lign', 'cred', 'syndiqu', 'milliard', 'prévoi', 'désorm', 'mécan', 'correl', 'entre', 'coût', 'financi', 'trois', 'object', 'rse', 'domain', 'carbon', 'divers', 'sécur', 'acteur', 'industriel', 'engag', 'faveur', 'développ', 'durabl', 'air', 'liquid', 'témoign', 'cet', 'initi', 'volont', 'combin', 'perform', 'respons', 'indiqu', 'group', 'désorm', 'mécan', 'prévoit', 'augment', 'diminu', 'coût', 'financ', 'comm', 'pai', 'fonction', 'fix', 'annuel', 'chaqu', 'criter', 'fabien', 'lecorvaisi', 'directeur', 'général', 'adjoint', 'directeur', 'financi', 'group', 'a', 'déclar', 'la', 'mis', 'plac', 'mécan', 'financi', 'li', 'coût', 'financi', 'perform', 'matérialis', 'plus', 'engag', 'apres', 'avoir', 'premi', 'émetteur', 'émiss', 'obligatair', 'isr', 'continuon', 'ains', 'particip', 'développ', 'mécan', 'financ', 'respons', 'servic', 'croissanc', 'durabl']"
276,"Air Liquide: vulnérabilité inattendue, rechute sous 120E",2019-12-02 19:00:00,"['air', 'liquid', 'fait', 'preuv', 'vulner', 'inattendu', 'titr', 'rechut', 'sous', 'apres', 'avoir', 'ricoch', 'sous', 'vendred', 'le', 'titr', 'effac', 'tous', 'gain', 'depuis', 'alor', 'déjà', 'plusieur', 'support', 'dessinent', 'court', 'term', 'ver', 'planch', 'puis', 'planch']"
277,Air Liquide: BlackRock est monté dans le capital,2019-12-02 14:44:00,"['la', 'societ', 'blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'hauss', 'novembr', 'seuil', 'capital', 'droit', 'vot', 'societ', 'air', 'liquid', 'déten', 'compt', 'desdit', 'client', 'fond', 'action', 'air', 'liquid', 'représent', 'aut', 'droit', 'vot', 'capital', 'droit', 'vot', 'cet', 'societ', 'ce', 'franch', 'seuil', 'résult', 'augment', 'nombr', 'air', 'liquid', 'détenu', 'titr', 'collatéral']"
278,Air Liquide: BlackRock a baissé sa participation,2019-11-29 17:14:00,"['la', 'societ', 'blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'baiss', 'novembr', 'seuil', 'capital', 'droit', 'vot', 'societ', 'air', 'liquid', 'déten', 'compt', 'desdit', 'client', 'fond', 'action', 'air', 'liquid', 'représent', 'aut', 'droit', 'vot', 'capital', 'droit', 'vot', 'cet', 'societ', 'ce', 'franch', 'seuil', 'résult', 'cession', 'air', 'liquid', 'hor', 'march', 'diminu', 'air', 'liquid', 'détenu', 'titr', 'collatéral']"
279,Air Liquide: BlackRock dépasse les 5% -Air Liquide,2019-11-26 10:08:00,"['blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'hauss', 'novembr', 'seuil', 'capital', 'droit', 'vot', 'liquid', 'déten', 'capital', 'droit', 'vot', 'ce', 'franch', 'seuil', 'résult', 'augment', 'air', 'liquid', 'détenu', 'titr', 'collatéral']"
280,Air Liquide: BlackRock relève sa participation,2019-11-21 12:03:00,"['la', 'societ', 'blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'hauss', 'novembr', 'seuil', 'capital', 'droit', 'vot', 'societ', 'air', 'liquid', 'déten', 'compt', 'desdit', 'client', 'fond', 'action', 'air', 'liquid', 'représent', 'aut', 'droit', 'vot', 'capital', 'droit', 'vot', 'cet', 'societ', 'ce', 'franch', 'seuil', 'résult', 'augment', 'air', 'liquid', 'détenu', 'titr', 'collatéral']"
281,Air Liquide: BlackRock baisse sa participation,2019-11-20 12:59:00,"['la', 'societ', 'blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'baiss', 'novembr', 'seuil', 'capital', 'droit', 'vot', 'societ', 'air', 'liquid', 'déten', 'compt', 'desdit', 'client', 'fond', 'action', 'air', 'liquid', 'représent', 'aut', 'droit', 'vot', 'capital', 'droit', 'vot', 'cet', 'societ', 'ce', 'franch', 'seuil', 'résult', 'cession', 'air', 'liquid', 'hor', 'march', 'restitu', 'air', 'liquid', 'détenu', 'titr', 'collatéral']"
282,Air Liquide: coopère avec Engie et l'agglomération DLVA,2019-11-13 11:19:00,"['air', 'liquid', 'duranc', 'luberon', 'verdon', 'dlva', 'engi', 'annoncent', 'mercred', 'signatur', 'accord', 'cooper', 'développ', 'projet', 'provenc', 'vis', 'produir', 'stock', 'distribu', 'vert', 'hygreen', 'provenc', 'devr', 'permettr', 'développ', 'valid', 'condit', 'technico', 'économ', 'product', 'gwh', 'solair', 'consomm', 'résidentiel', 'person', 'pend', 'an', 'ains', 'product', 'électrolys', 'renouvel', 'échel', 'industriel', 'le', 'projet', 'développ', 'plusieur', 'phas', 'premi', 'réalis', 'envisag', 'des', 'fin', 'phas', 'final', 'possibl', 'détaillent', 'term', 'plusieur', 'dizain', 'milli', 'ton', 'renouvel', 'an', 'pourr', 'ains', 'être', 'produit', 'répondr', 'tres', 'larg', 'spectr']"
283,Air Liquide: cession de schülke envisagée -Air Liquide,2019-11-13 09:01:00,"['air', 'liquid', 'indiqu', 'étudi', 'possibil', 'cession', 'filial', 'schülke', 'développ', 'activ', 'sant', 'tout', 'permet', 'schülke', 'bénéfici', 'meilleur', 'opportun', 'développ', 'long', 'term', 'processus', 'phas', 'tres', 'préliminair', 'différent', 'scénarios', 'actuel', 'rien', 'garant', 'certitud', 'résult', 'désinvest', 'effect', 'précis', 'toutefois', 'fournisseur', 'gaz', 'industriel', 'la', 'societ', 'schülke', 'dont', 'sieg', 'social', 'situ', 'allemagn', 'lead', 'domain', 'prévent', 'avec', 'an', 'compt', 'plus', 'collabor', 'pay']"
284,Air Liquide: BlackRock relève sa participation,2019-11-12 11:24:00,"['la', 'societ', 'blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'hauss', 'novembr', 'seuil', 'capital', 'droit', 'vot', 'societ', 'liquid', 'déten', 'compt', 'desdit', 'client', 'fond', 'action', 'liquid', 'représent', 'aut', 'droit', 'vot', 'capital', 'droit', 'vot', 'cet', 'societ', 'ce', 'franch', 'seuil', 'résult', 'acquisit', 'liquid', 'march', 'augment', 'liquid', 'détenu', 'titr', 'collatéral']"
285,Air Liquide: signe un protocole d'accord en Chine,2019-11-06 12:31:00,"['air', 'liquid', 'annonc', 'jour', 'avoir', 'sign', 'sinopec', 'chin', 'petroleum', 'chemical', 'pékin', 'protocol', 'déploi', 'solut', 'mobil', 'hydrogen', 'chin', 'dirig', 'liquid', 'sinopec', 'convenus', 'développ', 'réseau', 'dédi', 'mobil', 'hydrogen', 'cadr', 'réglementair', 'indispens', 'développ', 'énerg', 'chin', 'plus', 'grand', 'march', 'mondial', 'mobil', 'dan', 'cadr', 'cet', 'accord', 'air', 'liquid', 'apport', 'sinopec', 'expertis', 'chaîn', 'logist', 'product', 'stockag', 'distribu', 'afin', 'solut', 'compétit', 'fournitur', 'march', 'chinois', 'mobil', 'propr', 'détaill', 'air', 'liquid']"
286,Air Liquide: une petite acquisition en Malaisie,2019-10-31 09:48:00,"['air', 'liquid', 'fait', 'part', 'matin', 'déjà', 'finalis', 'pet', 'concurrent', 'malaisien', 'southern', 'industrial', 'gas', 'sdn', 'bhd', 'sigsb', 'dont', 'ca', 'annuel', 'million', 'le', 'modal', 'précis', 'acteur', 'import', 'march', 'asiat', 'sigsb', 'emploi', 'plus', 'person', 'détient', 'huit', 'unit', 'product', 'remplissag', 'gaz', 'géner', 'synerg', 'import', 'grâc', 'présenc', 'plus', 'import', 'air', 'liquid', 'dispos', 'désorm', 'réseau', 'couvr', 'pay', 'indiqu', 'gé', 'franc', 'gaz', 'industriel', 'médical']"
287,"Air Liquide: croissance de 3,5% du CA au 3e trimestre",2019-10-24 07:50:00,"['air', 'liquid', 'affich', 'chiffr', 'troisiem', 'trimestr', 'milliard', 'croissanc', 'publi', 'comm', 'compar', 'port', 'activ', 'gaz', 'servic', 'vent', 'march', 'global', 'technolog', 'plan', 'géograph', 'activ', 'continuent', 'progress', 'tout', 'région', 'mond', 'tout', 'particuli', 'asi', 'europ', 'précis', 'benoît', 'poti', 'pdg', 'fournisseur', 'gaz', 'industriel', 'poursuiv', 'mis', 'oeuvr', 'programm', 'opérationnel', 'air', 'liquid', 'dit', 'confi', 'capac', 'réalis', 'environ', 'compar', 'croissanc', 'résultat', 'net', 'calcul', 'chang', 'const']"
288,Air Liquide: BlackRock est monté dans le capital,2020-01-06 17:19:00,"['la', 'societ', 'blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'hauss', 'janvi', 'seuil', 'capital', 'droit', 'vot', 'societ', 'air', 'liquid', 'déten', 'compt', 'desdit', 'client', 'fond', 'action', 'air', 'liquid', 'représent', 'aut', 'droit', 'vot', 'capital', 'droit', 'vot', 'cet', 'societ', 'ce', 'franch', 'seuil', 'résult', 'acquisit', 'air', 'liquid', 'hor', 'march', 'augment', 'nombr', 'air', 'liquid', 'détenu', 'titr', 'collatéral']"
290,Air Liquide: nouveau record absolu pour couronner 2019,2019-12-20 10:25:00,"['air', 'liquid', 'établ', 'nouveau', 'record', 'absolu', 'couron', 'scor', 'depuis', 'janvi', 'tout', 'pet', 'peu', 'mieux', 'peu', 'moin', 'bien', 'part', 'planch', 'titr', 'pouv', 'vis', 'object', 'vi', 'dériv', 'pratiqu', 'atteint']"
291,Air Liquide: BlackRock repasse sous le seuil des 5%,2019-12-06 15:31:00,"['la', 'societ', 'blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'baiss', 'décembr', 'seuil', 'capital', 'droit', 'vot', 'societ', 'air', 'liquid', 'déten', 'compt', 'desdit', 'client', 'fond', 'action', 'air', 'liquid', 'représent', 'aut', 'droit', 'vot', 'capital', 'droit', 'vot', 'cet', 'societ', 'ce', 'franch', 'seuil', 'résult', 'cession', 'air', 'liquid', 'hor', 'march', 'diminu', 'nombr', 'air', 'liquid', 'étenu', 'titr', 'collatéral']"
