Date,Open,High,Low,Close,Adj Close,Volume
2018-03-09,85.041321,85.867767,84.876030,85.371902,75.318451,896593
2018-03-12,85.661156,85.702477,84.545456,84.876030,74.880974,810499
2018-03-13,84.752068,85.495865,83.595039,83.966942,74.078934,1132618
2018-03-14,84.008263,84.504135,83.305786,83.471077,73.641472,905073
2018-03-15,84.049583,84.214874,83.347107,84.049583,74.151848,1153271
2018-03-16,83.842972,84.545456,83.719009,84.008263,74.115395,2448494
2018-03-19,83.719009,83.842972,82.851242,82.851242,73.094620,1077040
2018-03-20,83.099174,83.471077,82.768593,83.223137,73.422714,823804
2018-03-21,83.347107,83.595039,82.768593,83.057854,73.276909,840077
2018-03-22,82.768593,83.099174,81.438019,82.330582,72.635269,1556564
2018-03-23,81.603302,82.380165,80.429749,82.016525,72.358200,1890482
2018-03-26,82.264465,82.644630,80.826447,81.239670,71.672836,1478796
2018-03-27,82.685951,82.851242,81.768593,82.231407,72.547783,1247810
2018-03-28,81.404961,82.644630,80.942146,82.528923,72.810257,1617275
2018-03-29,82.809914,82.975204,82.082642,82.214874,72.533195,1296494
2018-04-03,81.933884,82.429749,81.454544,81.719009,72.095726,1265034
2018-04-04,81.818184,81.917358,80.380165,81.454544,71.862404,1342844
2018-04-05,82.644630,84.380165,82.644630,84.380165,74.443497,1418778
2018-04-06,83.801651,84.297523,83.388428,83.677689,73.823753,861899
2018-04-09,83.925621,84.338844,83.388428,83.884300,74.006027,924253
2018-04-10,84.256195,84.338844,83.181816,83.595039,73.750832,858412
2018-04-11,83.264465,83.429749,82.148758,82.727272,72.985260,1258986
2018-04-12,82.528923,83.636360,82.429749,83.471077,73.641472,976782
2018-04-13,83.760330,84.090912,83.471077,83.677689,73.823753,737011
2018-04-16,83.760330,84.049583,83.388428,83.471077,73.641472,601880
2018-04-17,83.719009,85.082642,83.512398,84.917358,74.917427,1143316
2018-04-18,84.917358,85.330582,84.793388,85.123962,75.099709,793966
2018-04-19,85.082642,85.702477,85.082642,85.661156,75.573631,875405
2018-04-20,85.785126,86.776855,85.371902,86.528923,76.339218,1258729
2018-04-23,86.280991,86.900826,85.867767,86.776855,76.557953,815858
2018-04-24,86.404961,87.603302,86.363632,87.603302,77.287071,1345088
2018-04-25,86.694214,87.314049,85.785126,86.776855,76.557953,1636844
2018-04-26,86.776855,87.479340,86.611572,87.479340,77.177704,1106486
